ecoregion,elevation,slope,aspect,n_trend_unfitted_count,n_trend_fitted_count,n_insig_trend_count,n_sig_trend_count,positive_sig_trend_count,negative_sig_trend_count,positive_sig_trend_mean,negative_sig_trend_mean,all_sig_trend_mean,percent_sig_pixels,trend_asymmetry_ratio,lsp_change
40502,3,3,1.0,2434,34089,34106,2417,1707,710,1.2800777097390519,-1.3094401075011382,0.5194001548195093,7.090263721435067,2.404225352112676,1
40502,3,3,2.0,2642,38492,39143,1991,1410,581,1.4216705668416276,-1.5746229590033543,0.5473126871249352,5.1725033773251585,2.4268502581755595,1
40502,3,4,1.0,2244,17047,18201,1090,739,351,1.2425975636385649,-1.250993004853924,0.43961564662859837,6.394086936117792,2.1054131054131053,1
40502,3,4,2.0,1556,27224,27636,1144,800,344,1.4801127742856892,-1.5424666553443591,0.5712252534878423,4.202174551866,2.3255813953488373,0
40502,4,1,1.0,12,70,78,4,2,2,3.31212646242172,-2.009873034907322,0.651126713757199,5.714285714285714,1.0,0
40502,4,1,2.0,17,76,92,1,0,1,,-1.4183780985667291,-1.4183780985667291,1.3157894736842104,0.0,0
40502,4,2,1.0,586,4665,4945,306,178,128,1.4164886544863728,-1.7014960264780743,0.11223362454046036,6.559485530546624,1.390625,0
40502,4,2,2.0,762,4194,4707,249,160,89,1.432148131762688,-1.5858916456314525,0.35341102257361773,5.9370529327610875,1.797752808988764,0
40502,4,3,1.0,2355,18217,19558,1014,493,521,1.5263578544956828,-1.5108933630399943,-0.03420218922826964,5.566229346215073,0.946257197696737,0
40502,4,3,2.0,3091,15942,18028,1005,714,291,1.4760423537525191,-1.9379353060405158,0.487517479125879,6.30410237109522,2.4536082474226806,1
40502,4,4,1.0,1812,8192,9429,575,286,289,1.5241722060833087,-1.4377555184405146,0.03548157584437826,7.01904296875,0.9896193771626297,0
40502,4,4,2.0,1170,11000,11601,569,436,133,1.5013276403284586,-1.6178171849734126,0.7722480941682676,5.172727272727273,3.2781954887218046,1
40502,5,1,1.0,1,0,1,0,0,0,,,,,,0
40502,5,1,2.0,1,0,1,0,0,0,,,,,,0
40502,5,2,1.0,81,9,89,1,1,0,1.6302490234375,,1.6302490234375,11.11111111111111,inf,0
40502,5,2,2.0,83,11,94,0,0,0,,,,0.0,,0
40502,5,3,1.0,114,7,120,1,1,0,1.466552734375,,1.466552734375,14.285714285714285,inf,0
40502,5,3,2.0,107,10,117,0,0,0,,,,0.0,,0
40502,5,4,1.0,23,3,26,0,0,0,,,,0.0,,0
40502,5,4,2.0,13,6,19,0,0,0,,,,0.0,,0
40701,1,1,1.0,4981,133458,118820,19619,3476,16143,1.8983317873569328,-2.569687807423483,-1.7780655987759104,14.700505027799007,0.21532552809267175,1
40701,1,1,2.0,5273,223886,196161,32998,5392,27606,1.632804616129647,-2.318992717046253,-1.6732538474031091,14.738750971476556,0.19531985800188364,1
40701,1,2,1.0,186,12730,12482,434,174,260,1.30504430839362,-1.5615753209491552,-0.41228542347071534,3.409269442262372,0.6692307692307692,0
40701,1,2,2.0,200,22184,21485,899,264,635,1.3724944334827143,-1.5129313495488077,-0.6655983053660248,4.0524702488279845,0.415748031496063,0
40701,1,3,1.0,7,823,816,14,3,11,1.5995870579055875,-1.5272458354962992,-0.8572102154816094,1.701093560145808,0.2727272727272727,0
40701,1,3,2.0,25,1962,1949,38,28,10,1.143884259991604,-1.3765626165528204,0.4806087661641239,1.9367991845056065,2.8,0
40701,1,4,2.0,0,1,1,0,0,0,,,,0.0,,0
81003,2,2,2.0,0,1,1,0,0,0,,,,0.0,,0
81003,2,3,2.0,2,4,6,0,0,0,,,,0.0,,0
81003,2,4,2.0,0,9,9,0,0,0,,,,0.0,,0
81003,3,1,1.0,1,2,3,0,0,0,,,,0.0,,0
81003,3,1,2.0,0,1,1,0,0,0,,,,0.0,,0
81003,3,2,1.0,18,110,125,3,2,1,1.0051618833084062,-1.5454996744791667,0.15494136404588188,2.727272727272727,2.0,0
81003,3,2,2.0,73,422,463,32,14,18,1.91068698849711,-2.6367285754373038,-0.6472342662159976,7.5829383886255926,0.7777777777777778,0
81003,3,3,1.0,182,830,959,53,40,13,1.407638380812794,-1.2506230928355697,0.7556119816160255,6.385542168674699,3.076923076923077,1
81003,3,3,2.0,146,848,944,50,31,19,1.664855048405927,-1.8023870646298985,0.3473030454523134,5.89622641509434,1.631578947368421,0
81003,3,4,1.0,94,287,367,14,10,4,1.5770158020542622,-1.6197462414938306,0.6636552181833784,4.878048780487805,2.5,0
81003,3,4,2.0,152,863,966,49,31,18,1.6424054568769644,-2.2044522295515163,0.2292740618624206,5.677867902665121,1.7222222222222223,0
81003,4,1,1.0,15,27,38,4,3,1,2.521664767795139,-1.7304443359375,1.458637491861979,14.814814814814813,3.0,1
81003,4,1,2.0,21,26,46,1,0,1,,-0.7618800571986607,-0.7618800571986607,3.8461538461538463,0.0,0
